random-seed,100
13092,[54 55 56 279],279
1501,[292],292
7167,[222 221 220 219 26 276],276
8879,[206 88 32 207 278],278
4396,[16 66 280],280
7541,[92 93 282],282
6232,[157 145 160 292],292
2125,[90 282],282
13100,[54 55 56 279],279
2688,[113 112 105 106 284],284
4906,[193 192 175 141 287],287
7700,[56 279],279
3253,[61 62 66 280],280
2066,[],279
12535,[65 16 66 280],280
1799,[34 33 207 278],278
1238,[82 281],281
1773,[34 33 207 278],278
1981,[282],282
885,[32 207 278],278
3583,[66 280],280
8394,[93 282],282
1045,[197 113 112 105 106 284],284
508,[134 133 289],289
12819,[54 55 56 279],279
2931,[101 283],283
12393,[65 16 66 280],280
8946,[49 15 45 279],279
8326,[105 106 284],284
10116,[1 51 52 67 280],280
5502,[279],279
12681,[65 16 66 280],280
4980,[92 93 282],282
3387,[45 279],279
13185,[47 39 40 9 45 279],279
1888,[9 45 279],279
10154,[1 51 52 67 280],280
7928,[29 278],278
7492,[101 283],283
12006,[50 61 62 66 280],280
11403,[51 52 67 280],280
10270,[17 90 282],282
10990,[81 82 281],281
1152,[],285
2424,[85 281],281
6318,[],282
1948,[206 88 32 207 278],278
1391,[24 29 277],277
9142,[49 15 45 279],279
9487,[88 32 207 278],278
2162,[294],294
5062,[52 67 280],280
10439,[17 90 282],282
12050,[50 61 62 66 280],280
3868,[5 287],287
890,[32 207 278],278
9702,[92 93 282],282
5847,[57 56 279],279
7927,[29 278],278
951,[10 67 280],280
4599,[106 284],284
5126,[40 9 45 279],279
2529,[9 45 279],279
7497,[101 283],283
5304,[45 279],279
5716,[33 207 278],278
5619,[33 207 278],278
3367,[45 279],279
1995,[282],282
12104,[50 61 62 66 280],280
2444,[85 281],281
12426,[65 16 66 280],280
4389,[16 66 280],280
1463,[292],292
6326,[],282
8925,[206 88 32 207 278],278
8072,[8 9 45 279],279
1287,[143 5 287],287
2115,[90 282],282
11770,[51 52 67 280],280
12311,[65 16 66 280],280
6155,[105 106 284],284
3720,[90 282],282
3076,[66 280],280
7042,[285],285
8386,[93 282],282
6878,[19 285],285
6576,[151 168 294],294
5782,[192 175 141 287],287
551,[282],282
8427,[138 143 5 287],287
1855,[9 45 279],279
10325,[17 90 282],282
12618,[65 16 66 280],280
2032,[],279
1596,[5 287],287
404,[164 293],293
6616,[37 34 33 207 278],278
5741,[121 19 285],285
8643,[19 285],285
5679,[33 207 278],278
3087,[66 280],280
12552,[65 16 66 280],280
5102,[52 67 280],280
9929,[1 51 52 67 280],280
9514,[88 32 207 278],278
6544,[123 286],286
3434,[88 32 207 278],278
387,[164 293],293
2343,[133 289],289
4210,[207 278],278
8820,[206 88 32 207 278],278
12211,[50 61 62 66 280],280
10732,[81 82 281],281
4061,[159 160 292],292
860,[32 207 278],278
6802,[50 61 62 66 280],280
7263,[9 45 279],279
6216,[105 106 284],284
6564,[151 168 294],294
8957,[49 15 45 279],279
7954,[8 9 45 279],279
5687,[33 207 278],278
5835,[57 56 279],279
9197,[48 49 15 45 279],279
2464,[],284
4879,[81 82 281],281
659,[292],292
7985,[8 9 45 279],279
5651,[33 207 278],278
5227,[190 167 168 294],294
9591,[88 32 207 278],278
6695,[37 34 33 207 278],278
11785,[51 52 67 280],280
5211,[217 137 135 136 289],289
2214,[],292
10232,[1 51 52 67 280],280
8741,[206 88 32 207 278],278
5515,[279],279
10695,[17 90 282],282
2454,[85 281],281
8189,[187 188 189 144 203 204 136 152 290 155 291],291
10809,[81 82 281],281
11624,[51 52 67 280],280
9813,[92 93 282],282
7884,[205 162 164 293],293
4071,[159 160 292],292
7752,[140 141 287],287
8234,[285],285
8564,[286],286
5305,[45 279],279
3604,[66 280],280
9795,[92 93 282],282
12310,[65 16 66 280],280
11034,[81 82 281],281
6566,[151 168 294],294
4033,[83 82 281],281
5114,[40 9 45 279],279
8183,[116 74 197 113 112 105 106 284],284
548,[282],282
1222,[52 67 280],280
7455,[211 19 285],285
11646,[51 52 67 280],280
6529,[142 5 287],287
6507,[119 285],285
8964,[49 15 45 279],279
8158,[207 278],278
11974,[50 61 62 66 280],280
10880,[81 82 281],281
9299,[48 49 15 45 279],279
10794,[81 82 281],281
5998,[281],281
9948,[1 51 52 67 280],280
11967,[50 61 62 66 280],280
1380,[47 39 40 9 45 279],279
4719,[278],278
8406,[202 133 289],289
6814,[50 61 62 66 280],280
1686,[82 281],281
10851,[81 82 281],281
7029,[285],285
13270,[47 39 40 9 45 279],279
6452,[11 211 19 285],285
11311,[32 207 278],278
10027,[1 51 52 67 280],280
8174,[189 144 203 204 136 152 290 155 291],291
9801,[92 93 282],282
10310,[17 90 282],282
9330,[48 49 15 45 279],279
6274,[],288
11066,[81 82 281],281
8768,[206 88 32 207 278],278
11242,[32 207 278],278
5907,[177 176 126 288],288
6831,[50 61 62 66 280],280
12001,[50 61 62 66 280],280
12918,[54 55 56 279],279
10138,[1 51 52 67 280],280
4863,[106 284],284
3547,[85 281],281
9126,[49 15 45 279],279
340,[49 15 45 279],279
5158,[40 9 45 279],279
10099,[1 51 52 67 280],280
3752,[287],287
9251,[48 49 15 45 279],279
8867,[206 88 32 207 278],278
6482,[119 285],285
12113,[50 61 62 66 280],280
12933,[54 55 56 279],279
9738,[92 93 282],282
8795,[206 88 32 207 278],278
1213,[52 67 280],280
1982,[282],282
9723,[92 93 282],282
8638,[19 285],285
11408,[51 52 67 280],280
2961,[21 90 282],282
11186,[32 207 278],278
10007,[1 51 52 67 280],280
2815,[283],283
2265,[62 66 280],280
5275,[69 68 67 280],280
6785,[101 283],283
2086,[],279
10408,[17 90 282],282
12351,[65 16 66 280],280
4326,[207 278],278
513,[134 133 289],289
913,[22 121 19 285],285
10926,[81 82 281],281
11277,[32 207 278],278
1905,[9 45 279],279
7554,[62 66 280],280
2671,[124 177 176 126 288],288
12078,[50 61 62 66 280],280
11871,[50 61 62 66 280],280
7726,[56 279],279
11959,[50 61 62 66 280],280
12216,[50 61 62 66 280],280
9821,[1 51 52 67 280],280
9645,[92 93 282],282
12444,[65 16 66 280],280
11896,[50 61 62 66 280],280
4355,[63 62 66 280],280
9476,[88 32 207 278],278
6505,[119 285],285
11986,[50 61 62 66 280],280
1744,[34 33 207 278],278
5727,[33 207 278],278
8027,[8 9 45 279],279
9346,[48 49 15 45 279],279
1535,[],281
10523,[17 90 282],282
4357,[63 62 66 280],280
12272,[65 16 66 280],280
7503,[101 283],283
11380,[51 52 67 280],280
1902,[9 45 279],279
12336,[65 16 66 280],280
10194,[1 51 52 67 280],280
12493,[65 16 66 280],280
1044,[197 113 112 105 106 284],284
1994,[282],282
763,[49 15 45 279],279
2211,[],292
11615,[51 52 67 280],280
4288,[207 278],278
6006,[58 57 56 279],279
9205,[48 49 15 45 279],279
3358,[45 279],279
12087,[50 61 62 66 280],280
13258,[47 39 40 9 45 279],279
5638,[33 207 278],278
5496,[279],279
6864,[19 285],285
8540,[286],286
10704,[81 82 281],281
7719,[56 279],279
8940,[49 15 45 279],279
422,[146 292],292
12314,[65 16 66 280],280
11603,[51 52 67 280],280
11846,[50 61 62 66 280],280
7713,[56 279],279
6644,[37 34 33 207 278],278
7268,[9 45 279],279
10329,[17 90 282],282
10357,[17 90 282],282
9931,[1 51 52 67 280],280
12771,[54 55 56 279],279
11404,[51 52 67 280],280
7611,[62 66 280],280
10670,[17 90 282],282
7482,[101 283],283
10488,[17 90 282],282
2381,[118 119 285],285
4920,[119 285],285
7303,[9 45 279],279
6245,[145 160 292],292
7305,[9 45 279],279
4453,[185 294],294
4204,[207 278],278
6021,[66 280],280
4161,[205 162 164 293],293
10766,[81 82 281],281
5195,[40 9 45 279],279
3461,[139 126 288],288
6114,[66 280],280
3074,[66 280],280
8561,[286],286
6729,[176 126 288],288
10540,[17 90 282],282
5308,[45 279],279
1262,[82 281],281
10852,[81 82 281],281
8821,[206 88 32 207 278],278
11787,[51 52 67 280],280
3632,[66 280],280
11651,[51 52 67 280],280
11810,[51 52 67 280],280
11826,[50 61 62 66 280],280
2329,[133 289],289
3102,[66 280],280
4499,[211 19 285],285
9456,[88 32 207 278],278
12297,[65 16 66 280],280
10491,[17 90 282],282
9229,[48 49 15 45 279],279
11056,[81 82 281],281
8579,[280],280
6131,[294],294
9951,[1 51 52 67 280],280
3647,[66 280],280
1197,[],285
11995,[50 61 62 66 280],280
8363,[93 282],282
7639,[62 66 280],280
6550,[123 286],286
12879,[54 55 56 279],279
5445,[279],279
8131,[207 278],278
7775,[172 138 143 5 287],287
13130,[54 55 56 279],279
6309,[],282
11400,[51 52 67 280],280
10907,[81 82 281],281
11145,[81 82 281],281
2291,[62 66 280],280
5261,[287],287
9285,[48 49 15 45 279],279
2782,[279],279
7521,[101 283],283
7088,[100 101 283],283
8784,[206 88 32 207 278],278
11942,[50 61 62 66 280],280
1131,[143 5 287],287
3050,[66 280],280
6699,[176 126 288],288
6853,[19 285],285
12801,[54 55 56 279],279
6943,[280],280
963,[10 67 280],280
3406,[45 279],279
488,[133 289],289
11261,[32 207 278],278
8919,[206 88 32 207 278],278
2710,[25 26 276],276
11625,[51 52 67 280],280
5312,[45 279],279
7888,[205 162 164 293],293
6495,[119 285],285
2730,[279],279
7974,[8 9 45 279],279
480,[133 289],289
1949,[206 88 32 207 278],278
8219,[285],285
8864,[206 88 32 207 278],278
7264,[9 45 279],279
9562,[88 32 207 278],278
5904,[177 176 126 288],288
862,[32 207 278],278
780,[49 15 45 279],279
5804,[192 175 141 287],287
11105,[81 82 281],281
8892,[206 88 32 207 278],278
10968,[81 82 281],281
10589,[17 90 282],282
1916,[19 285],285
8355,[93 282],282
5302,[45 279],279
7420,[213 151 168 294],294
7139,[6 146 292],292
10886,[81 82 281],281
1393,[24 29 277],277
5510,[279],279
4837,[31 276],276
8875,[206 88 32 207 278],278
9962,[1 51 52 67 280],280
7612,[62 66 280],280
12007,[50 61 62 66 280],280
11133,[81 82 281],281
6965,[86 85 281],281
10747,[81 82 281],281
11347,[32 207 278],278
6584,[37 34 33 207 278],278
9752,[92 93 282],282
929,[10 67 280],280
10457,[17 90 282],282
675,[292],292
6353,[160 292],292
2806,[279],279
5568,[286],286
12884,[54 55 56 279],279
1862,[9 45 279],279
6839,[19 285],285
4877,[81 82 281],281
3490,[216 128 134 133 289],289
10836,[81 82 281],281
5556,[199 139 126 288],288
8246,[185 294],294
5564,[174 141 287],287
6217,[105 106 284],284
4626,[106 284],284
2459,[85 281],281
5923,[177 176 126 288],288
11470,[51 52 67 280],280
8449,[],277
6561,[151 168 294],294
6930,[280],280
12060,[50 61 62 66 280],280
11758,[51 52 67 280],280
5210,[1 51 52 67 280],280
3831,[276],276
1593,[5 287],287
13012,[54 55 56 279],279
4965,[92 93 282],282
8777,[206 88 32 207 278],278
1102,[293],293
11612,[51 52 67 280],280
8490,[59 63 62 66 280],280
11745,[51 52 67 280],280
12758,[54 55 56 279],279
8262,[185 294],294
8832,[206 88 32 207 278],278
6682,[37 34 33 207 278],278
8898,[206 88 32 207 278],278
9804,[92 93 282],282
1482,[292],292
12429,[65 16 66 280],280
2023,[],279
6527,[142 5 287],287
11673,[51 52 67 280],280
8694,[17 90 282],282
7851,[277],277
12204,[50 61 62 66 280],280
7682,[56 279],279
9634,[92 93 282],282
5522,[186 218 159 158 208 194 195 291],291
12452,[65 16 66 280],280
10036,[1 51 52 67 280],280
1776,[34 33 207 278],278
10345,[17 90 282],282
4822,[31 276],276
6713,[176 126 288],288
7943,[8 9 45 279],279
734,[65 16 66 280],280
10484,[17 90 282],282
898,[22 121 19 285],285
8487,[59 63 62 66 280],280
6332,[],282
10327,[17 90 282],282
7733,[56 279],279
2073,[],279
2892,[288],288
6627,[37 34 33 207 278],278
12597,[65 16 66 280],280
1376,[47 39 40 9 45 279],279
2849,[15 45 279],279
1405,[129 288],288
1581,[],281
1148,[],285
3909,[28 29 277],277
7736,[56 279],279
2675,[124 177 176 126 288],288
12968,[54 55 56 279],279
10531,[17 90 282],282
2075,[],279
1466,[292],292
889,[32 207 278],278
8283,[281],281
6494,[119 285],285
9282,[48 49 15 45 279],279
6545,[123 286],286
7897,[133 289],289
3676,[67 280],280
8412,[138 143 5 287],287
5438,[279],279
3189,[175 141 287],287
2259,[62 66 280],280
4792,[31 276],276
9876,[1 51 52 67 280],280
2837,[283],283
3586,[66 280],280
5639,[33 207 278],278
4536,[],290
696,[],287
4255,[207 278],278
13048,[54 55 56 279],279
10352,[17 90 282],282
9240,[48 49 15 45 279],279
10336,[17 90 282],282
1620,[136 289],289
11290,[32 207 278],278
1266,[82 281],281
12345,[65 16 66 280],280
1348,[67 280],280
507,[134 133 289],289
12199,[50 61 62 66 280],280
4040,[83 82 281],281
3854,[5 287],287
7957,[8 9 45 279],279
6093,[66 280],280
8679,[200 199 139 126 288],288
8003,[8 9 45 279],279
13115,[54 55 56 279],279
12922,[54 55 56 279],279
4589,[106 284],284
2572,[55 56 279],279
6005,[58 57 56 279],279
10009,[1 51 52 67 280],280
4240,[207 278],278
1556,[],281
8422,[138 143 5 287],287
9941,[1 51 52 67 280],280
12839,[54 55 56 279],279
2774,[279],279
6521,[142 5 287],287
7991,[8 9 45 279],279
7146,[6 146 292],292
13027,[54 55 56 279],279
8310,[105 106 284],284
777,[49 15 45 279],279
7796,[93 282],282
4342,[63 62 66 280],280
9935,[1 51 52 67 280],280
8025,[8 9 45 279],279
10061,[1 51 52 67 280],280
4129,[223 222 221 220 219 26 276],276
9291,[48 49 15 45 279],279
9380,[88 32 207 278],278
12172,[50 61 62 66 280],280
9525,[88 32 207 278],278
3660,[67 280],280
6787,[147 293],293
3792,[],283
1908,[9 45 279],279
1487,[292],292
6599,[37 34 33 207 278],278
6798,[50 61 62 66 280],280
4198,[207 278],278
2577,[55 56 279],279
5536,[199 139 126 288],288
8949,[49 15 45 279],279
11288,[32 207 278],278
7999,[8 9 45 279],279
11411,[51 52 67 280],280
9586,[88 32 207 278],278
5235,[190 167 168 294],294
637,[56 279],279
13156,[47 39 40 9 45 279],279
830,[139 126 288],288
12323,[65 16 66 280],280
4803,[31 276],276
9540,[88 32 207 278],278
3904,[67 280],280
6204,[105 106 284],284
9583,[88 32 207 278],278
9342,[48 49 15 45 279],279
7341,[9 45 279],279
8349,[93 282],282
6306,[5 287],287
2315,[62 66 280],280
10689,[17 90 282],282
7260,[9 45 279],279
4289,[207 278],278
3906,[67 280],280
2804,[279],279
5442,[279],279
9214,[48 49 15 45 279],279
2992,[21 90 282],282
398,[164 293],293
12186,[50 61 62 66 280],280
9264,[48 49 15 45 279],279
11069,[81 82 281],281
3946,[277],277
10553,[17 90 282],282
9455,[88 32 207 278],278
10493,[17 90 282],282
13078,[54 55 56 279],279
9674,[92 93 282],282
6165,[105 106 284],284
3283,[45 279],279
345,[49 15 45 279],279
3640,[66 280],280
4648,[29 277],277
11040,[81 82 281],281
731,[65 16 66 280],280
6247,[145 160 292],292
2813,[279],279
5338,[45 279],279
1202,[],285
8807,[206 88 32 207 278],278
3833,[276],276
8568,[286],286
13354,[47 39 40 9 45 279],279
11747,[51 52 67 280],280
8211,[285],285
9700,[92 93 282],282
12168,[50 61 62 66 280],280
9731,[92 93 282],282
4654,[118 119 285],285
13310,[47 39 40 9 45 279],279
8352,[93 282],282
10487,[17 90 282],282
2879,[15 45 279],279
12905,[54 55 56 279],279
5910,[177 176 126 288],288
9423,[88 32 207 278],278
9851,[1 51 52 67 280],280
11049,[81 82 281],281
12546,[65 16 66 280],280
10415,[17 90 282],282
11407,[51 52 67 280],280
7187,[107 106 284],284
7678,[56 279],279
10433,[17 90 282],282
3968,[277],277
9438,[88 32 207 278],278
7594,[62 66 280],280
5383,[45 279],279
6542,[123 286],286
10618,[17 90 282],282
8605,[280],280
10444,[17 90 282],282
8706,[206 88 32 207 278],278
4834,[31 276],276
1511,[292],292
11035,[81 82 281],281
6022,[66 280],280
4082,[159 160 292],292
3156,[],278
12355,[65 16 66 280],280
2154,[294],294
4491,[211 19 285],285
4728,[278],278
4374,[63 62 66 280],280
13221,[47 39 40 9 45 279],279
10450,[17 90 282],282
700,[],287
3186,[175 141 287],287
3289,[45 279],279
8215,[285],285
1580,[],281
11951,[50 61 62 66 280],280
1319,[67 280],280
7810,[93 282],282
1164,[],285
10355,[17 90 282],282
13167,[47 39 40 9 45 279],279
1295,[67 280],280
7839,[277],277
4155,[205 162 164 293],293
10370,[17 90 282],282
11395,[51 52 67 280],280
8786,[206 88 32 207 278],278
6170,[105 106 284],284
12016,[50 61 62 66 280],280
6031,[66 280],280
706,[],287
1582,[],281
9828,[1 51 52 67 280],280
4405,[16 66 280],280
5519,[180 24 29 277],277
2555,[126 288],288
1499,[292],292
5177,[40 9 45 279],279
11041,[81 82 281],281
5560,[142 5 287],287
5335,[45 279],279
5871,[147 293],293
12565,[65 16 66 280],280
8799,[206 88 32 207 278],278
8598,[280],280
9172,[48 49 15 45 279],279
593,[56 279],279
12162,[50 61 62 66 280],280
4981,[92 93 282],282
9761,[92 93 282],282
11931,[50 61 62 66 280],280
2145,[90 282],282
4984,[92 93 282],282
12408,[65 16 66 280],280
6399,[45 279],279
10228,[1 51 52 67 280],280
10411,[17 90 282],282
574,[56 279],279
9505,[88 32 207 278],278
8152,[207 278],278
13146,[47 39 40 9 45 279],279
10155,[1 51 52 67 280],280
811,[139 126 288],288
6380,[160 292],292
5485,[279],279
12633,[65 16 66 280],280
1092,[293],293
9093,[49 15 45 279],279
5916,[177 176 126 288],288
5073,[52 67 280],280
6098,[66 280],280
9617,[92 93 282],282
13321,[47 39 40 9 45 279],279
7559,[62 66 280],280
8128,[207 278],278
4526,[199 139 126 288],288
3698,[90 282],282
7549,[92 93 282],282
7971,[8 9 45 279],279
4149,[205 162 164 293],293
3448,[212 23 11 211 19 285],285
1363,[67 280],280
1298,[67 280],280
9442,[88 32 207 278],278
3646,[66 280],280
7069,[111 118 119 285],285
2827,[283],283
13174,[47 39 40 9 45 279],279
1684,[82 281],281
4531,[199 139 126 288],288
482,[133 289],289
5356,[45 279],279
6924,[280],280
1243,[82 281],281
6922,[280],280
816,[139 126 288],288
3115,[],278
1232,[52 67 280],280
4565,[231 211 19 285],285
12704,[54 55 56 279],279
5999,[281],281
12895,[54 55 56 279],279
7555,[62 66 280],280
5552,[199 139 126 288],288
5766,[121 19 285],285
8007,[8 9 45 279],279
7703,[56 279],279
5620,[33 207 278],278
4329,[207 278],278
11530,[51 52 67 280],280
11551,[51 52 67 280],280
2386,[118 119 285],285
7702,[56 279],279
9227,[48 49 15 45 279],279
7278,[9 45 279],279
383,[164 293],293
5559,[199 139 126 288],288
12439,[65 16 66 280],280
449,[146 292],292
10149,[1 51 52 67 280],280
1288,[143 5 287],287
6130,[294],294
983,[112 105 106 284],284
13081,[54 55 56 279],279
1509,[292],292
13158,[47 39 40 9 45 279],279
3616,[66 280],280
12827,[54 55 56 279],279
4933,[177 176 126 288],288
10002,[1 51 52 67 280],280
10198,[1 51 52 67 280],280
9698,[92 93 282],282
4967,[92 93 282],282
3888,[67 280],280
796,[139 126 288],288
9382,[88 32 207 278],278
632,[56 279],279
10931,[81 82 281],281
4413,[16 66 280],280
12025,[50 61 62 66 280],280
13154,[47 39 40 9 45 279],279
8059,[8 9 45 279],279
491,[133 289],289
12266,[65 16 66 280],280
4167,[205 162 164 293],293
12102,[50 61 62 66 280],280
6547,[123 286],286
723,[65 16 66 280],280
900,[22 121 19 285],285
11321,[32 207 278],278
1927,[201 202 133 131 129 288],288
9538,[88 32 207 278],278
8115,[207 278],278
9880,[1 51 52 67 280],280
6019,[220 219 26 276],276
12373,[65 16 66 280],280
6940,[280],280
1013,[68 67 280],280
896,[22 121 19 285],285
1147,[],285
10332,[17 90 282],282
5322,[45 279],279
12488,[65 16 66 280],280
7768,[172 138 143 5 287],287
4045,[83 82 281],281
11362,[32 207 278],278
9553,[88 32 207 278],278
6539,[123 286],286
11027,[81 82 281],281
4376,[63 62 66 280],280
8478,[],277
4796,[31 276],276
9252,[48 49 15 45 279],279
8673,[200 199 139 126 288],288
10158,[1 51 52 67 280],280
2085,[],279
12937,[54 55 56 279],279
6186,[105 106 284],284
12411,[65 16 66 280],280
3158,[],278
3808,[276],276
7142,[6 146 292],292
11753,[51 52 67 280],280
7966,[8 9 45 279],279
10860,[81 82 281],281
2323,[133 289],289
3926,[202 133 131 129 288],288
1252,[82 281],281
6568,[151 168 294],294
10701,[17 90 282],282
2171,[26 276],276
1714,[34 33 207 278],278
2971,[21 90 282],282
6804,[50 61 62 66 280],280
8514,[141 287],287
5836,[57 56 279],279
7889,[205 162 164 293],293
12711,[54 55 56 279],279
13010,[54 55 56 279],279
3529,[85 281],281
9526,[88 32 207 278],278
11121,[81 82 281],281
11576,[51 52 67 280],280
7273,[9 45 279],279
1033,[221 220 219 26 276],276
5128,[40 9 45 279],279
1057,[4 286],286
2060,[],279
635,[56 279],279
10430,[17 90 282],282
4228,[207 278],278
8911,[206 88 32 207 278],278
5361,[45 279],279
1256,[82 281],281
2457,[85 281],281
8909,[206 88 32 207 278],278
5096,[52 67 280],280
8966,[49 15 45 279],279
8690,[17 90 282],282
12519,[65 16 66 280],280
12079,[50 61 62 66 280],280
3871,[67 280],280
2755,[279],279
418,[146 292],292
8573,[280],280
5868,[57 56 279],279
10313,[17 90 282],282
1730,[34 33 207 278],278
11032,[81 82 281],281
13357,[47 39 40 9 45 279],279
9452,[88 32 207 278],278
1785,[34 33 207 278],278
11260,[32 207 278],278
9580,[88 32 207 278],278
9398,[88 32 207 278],278
11597,[51 52 67 280],280
3745,[287],287
1095,[293],293
8151,[207 278],278
2943,[101 283],283
1952,[206 88 32 207 278],278
6211,[105 106 284],284
11969,[50 61 62 66 280],280
7650,[23 11 211 19 285],285
7099,[100 101 283],283
4226,[207 278],278
7168,[222 221 220 219 26 276],276
10372,[17 90 282],282
6401,[45 279],279
4124,[54 55 56 279],279
2140,[90 282],282
6261,[145 160 292],292
1654,[284],284
4099,[54 55 56 279],279
1408,[129 288],288
